iter	Passed	Remaining
1670	26382	13088
1671	26402	13074
1672	26425	13062
1673	26452	13052
1674	26479	13042
1675	26514	13035
1676	26541	13025
1677	26567	13014
1678	26592	13003
1679	26614	12990
1680	26761	13038
1681	26802	13034
1682	26828	13023
1683	26862	13016
1684	26883	13002
1685	26905	12989
1686	26924	12975
1687	26942	12960
1688	26962	12946
1689	26980	12931
1690	27003	12918
1691	27024	12905
1692	27042	12890
1693	27060	12875
1694	27085	12863
1695	27104	12849
1696	27122	12834
1697	27143	12820
1698	27166	12807
1699	27185	12793
1700	27204	12778
1701	27222	12763
1702	27241	12749
1703	27266	12736
1704	27287	12723
1705	27303	12707
1706	27317	12690
1707	27333	12674
1708	27348	12658
1709	27364	12642
1710	27379	12625
1711	27394	12609
1712	27408	12592
1713	27422	12575
1714	27435	12557
1715	27451	12541
1716	27465	12525
1717	27479	12508
1718	27493	12491
1719	27507	12474
1720	27521	12457
1721	27535	12440
1722	27549	12423
1723	27562	12406
1724	27576	12389
1725	27590	12372
1726	27604	12355
1727	27619	12339
1728	27634	12322
1729	27649	12306
1730	27664	12289
1731	27679	12273
1732	27694	12257
1733	27719	12245
1734	27734	12228
1735	27748	12212
1736	27763	12195
1737	27777	12178
1738	27792	12162
1739	27806	12145
1740	27820	12128
1741	27835	12112
1742	27851	12096
1743	27865	12079
1744	27878	12062
1745	27892	12045
1746	27907	12028
1747	27922	12012
1748	27937	11996
1749	27953	11979
1750	27968	11963
1751	27984	11947
1752	28000	11931
1753	28016	11915
1754	28032	11899
1755	28049	11884
1756	28068	11869
1757	28084	11853
1758	28101	11838
1759	28172	11845
1760	28208	11837
1761	28253	11833
1762	28298	11829
1763	28325	11818
1764	28350	11805
1765	28379	11795
1766	28411	11785
1767	28443	11776
1768	28475	11766
1769	28504	11756
1770	28551	11752
1771	28588	11744
1772	28632	11740
1773	28664	11730
1774	28694	11720
1775	28720	11707
1776	28745	11695
1777	28774	11684
1778	28800	11672
1779	28820	11657
1780	28841	11643
1781	28863	11629
1782	28885	11615
1783	28909	11602
1784	28933	11589
1785	28960	11577
1786	28982	11563
1787	29006	11550
1788	29031	11538
1789	29054	11524
1790	29071	11508
1791	29090	11493
1792	29111	11479
1793	29130	11463
1794	29154	11450
1795	29176	11436
1796	29198	11422
1797	29220	11408
1798	29239	11393
1799	29257	11377
1800	29271	11360
1801	29289	11345
1802	29307	11329
1803	29325	11314
1804	29342	11298
1805	29358	11281
1806	29374	11265
1807	29389	11248
1808	29405	11232
1809	29420	11215
1810	29433	11198
1811	29447	11180
1812	29462	11164
1813	29477	11147
1814	29493	11131
1815	29511	11115
1816	29526	11098
1817	29544	11083
1818	29559	11066
1819	29574	11049
1820	29590	11033
1821	29607	11017
1822	29621	11000
1823	29636	10983
1824	29650	10966
1825	29664	10949
1826	29678	10932
1827	29695	10916
1828	29711	10900
1829	29731	10885
1830	29747	10868
1831	29764	10853
1832	29781	10836
1833	29801	10821
1834	29822	10807
1835	29840	10791
1836	29860	10777
1837	29878	10761
1838	29895	10745
1839	29911	10729
1840	29927	10712
1841	29943	10696
1842	29958	10679
1843	29973	10663
1844	29990	10647
1845	30008	10631
1846	30028	10616
1847	30046	10600
1848	30067	10586
1849	30083	10569
1850	30102	10554
1851	30124	10540
1852	30143	10524
1853	30160	10508
1854	30184	10495
1855	30202	10479
1856	30218	10463
1857	30234	10447
1858	30249	10430
1859	30264	10413
1860	30279	10396
1861	30294	10380
1862	30308	10363
1863	30325	10347
1864	30341	10330
1865	30354	10313
1866	30368	10296
1867	30385	10280
1868	30401	10263
1869	30416	10247
1870	30432	10230
1871	30446	10213
1872	30462	10197
1873	30479	10181
1874	30493	10164
1875	30508	10147
1876	30523	10130
1877	30537	10114
1878	30551	10097
1879	30567	10080
1880	30584	10064
1881	30612	10052
1882	30626	10035
1883	30641	10018
1884	30655	10001
1885	30670	9984
1886	30685	9968
1887	30701	9951
1888	30716	9935
1889	30733	9919
1890	30749	9902
1891	30768	9887
1892	30785	9871
1893	30799	9854
1894	30814	9837
1895	30829	9821
1896	30843	9804
1897	30857	9787
1898	30871	9770
1899	30886	9753
1900	30899	9736
1901	30913	9719
1902	30936	9705
1903	30951	9688
1904	30965	9671
1905	30982	9655
1906	30997	9638
1907	31013	9622
1908	31030	9606
1909	31045	9590
1910	31062	9573
1911	31078	9557
1912	31095	9541
1913	31111	9525
1914	31127	9508
1915	31142	9492
1916	31156	9475
1917	31172	9459
1918	31187	9442
1919	31202	9425
1920	31216	9408
1921	31231	9392
1922	31247	9375
1923	31262	9359
1924	31276	9342
1925	31291	9325
1926	31305	9308
1927	31321	9292
1928	31339	9276
1929	31355	9260
1930	31372	9244
1931	31387	9227
1932	31402	9211
1933	31417	9194
1934	31432	9177
1935	31446	9161
1936	31461	9144
1937	31475	9127
1938	31489	9110
1939	31503	9093
1940	31519	9077
1941	31534	9060
1942	31548	9044
1943	31563	9027
1944	31577	9010
1945	31593	8994
1946	31607	8977
1947	31624	8961
1948	31640	8945
1949	31656	8928
1950	31672	8912
1951	31690	8896
1952	31705	8880
1953	31724	8864
1954	31741	8848
1955	31757	8832
1956	31776	8816
1957	31792	8800
1958	31812	8785
1959	31829	8769
1960	31844	8752
1961	31860	8736
1962	31875	8720
1963	31891	8703
1964	31907	8687
1965	31924	8671
1966	31939	8654
1967	31955	8638
1968	31970	8621
1969	31989	8606
1970	32003	8589
1971	32020	8573
1972	32036	8557
1973	32051	8540
1974	32067	8524
1975	32082	8507
1976	32097	8491
1977	32114	8475
1978	32128	8458
1979	32144	8442
1980	32159	8425
1981	32175	8409
1982	32191	8392
1983	32206	8376
1984	32222	8359
1985	32237	8343
1986	32251	8326
1987	32266	8310
1988	32281	8293
1989	32295	8276
1990	32312	8260
1991	32328	8244
1992	32345	8228
1993	32360	8211
1994	32377	8195
1995	32394	8179
1996	32410	8163
1997	32427	8147
1998	32444	8131
1999	32460	8115
2000	32475	8098
2001	32490	8082
2002	32504	8065
2003	32520	8048
2004	32535	8032
2005	32550	8015
2006	32565	7999
2007	32580	7982
2008	32597	7966
2009	32615	7951
2010	32631	7934
2011	32649	7918
2012	32665	7902
2013	32682	7886
2014	32698	7870
2015	32714	7853
2016	32730	7837
2017	32745	7821
2018	32759	7804
2019	32774	7787
2020	32789	7771
2021	32805	7755
2022	32820	7738
2023	32837	7722
2024	32852	7706
2025	32868	7689
2026	32882	7673
2027	32897	7656
2028	32912	7640
2029	32926	7623
2030	32941	7606
2031	32957	7590
2032	32974	7574
2033	32991	7558
2034	33008	7542
2035	33024	7526
2036	33044	7510
2037	33061	7494
2038	33076	7478
2039	33090	7461
2040	33112	7446
2041	33129	7430
2042	33146	7414
2043	33161	7398
2044	33176	7381
2045	33192	7365
2046	33206	7348
2047	33221	7332
2048	33236	7315
2049	33253	7299
2050	33268	7283
2051	33283	7266
2052	33300	7250
2053	33316	7234
2054	33332	7218
2055	33348	7201
2056	33363	7185
2057	33379	7169
2058	33400	7153
2059	33416	7137
2060	33433	7121
2061	33449	7105
2062	33464	7088
2063	33480	7072
2064	33499	7056
2065	33513	7040
2066	33528	7023
2067	33545	7007
2068	33564	6991
2069	33579	6975
2070	33594	6959
2071	33609	6942
2072	33624	6925
2073	33640	6909
2074	33656	6893
2075	33671	6877
2076	33687	6860
2077	33747	6853
2078	33805	6845
2079	33831	6831
2080	33863	6818
2081	33888	6803
2082	33913	6789
2083	33933	6773
2084	33949	6757
2085	33965	6741
2086	33980	6724
2087	33997	6708
2088	34015	6692
2089	34032	6676
2090	34048	6659
2091	34064	6643
2092	34080	6627
2093	34096	6610
2094	34112	6594
2095	34129	6578
2096	34145	6562
2097	34161	6545
2098	34178	6529
2099	34195	6513
2100	34211	6497
2101	34232	6481
2102	34248	6465
2103	34265	6449
2104	34282	6432
2105	34297	6416
2106	34312	6400
2107	34328	6383
2108	34344	6367
2109	34359	6350
2110	34374	6334
2111	34390	6317
2112	34404	6301
2113	34420	6284
2114	34434	6268
2115	34449	6251
2116	34463	6235
2117	34477	6218
2118	34492	6201
2119	34508	6185
2120	34524	6169
2121	34540	6152
2122	34556	6136
2123	34572	6120
2124	34588	6103
2125	34603	6087
2126	34623	6071
2127	34640	6055
2128	34655	6039
2129	34671	6022
2130	34688	6006
2131	34702	5989
2132	34717	5973
2133	34733	5957
2134	34750	5940
2135	34766	5924
2136	34783	5908
2137	34799	5892
2138	34815	5875
2139	34831	5859
2140	34848	5843
2141	34864	5827
2142	34881	5810
2143	34899	5794
2144	34917	5778
2145	34937	5763
2146	34959	5747
2147	34975	5731
2148	34993	5715
2149	35008	5699
2150	35027	5683
2151	35043	5666
2152	35057	5650
2153	35073	5633
2154	35089	5617
2155	35107	5601
2156	35124	5585
2157	35143	5569
2158	35159	5553
2159	35174	5536
2160	35189	5520
2161	35205	5503
2162	35222	5487
2163	35237	5471
2164	35252	5454
2165	35268	5438
2166	35285	5422
2167	35301	5405
2168	35322	5390
2169	35340	5374
2170	35357	5358
2171	35375	5342
2172	35391	5325
2173	35409	5309
2174	35428	5293
2175	35445	5277
2176	35463	5261
2177	35480	5245
2178	35497	5229
2179	35514	5213
2180	35530	5196
2181	35545	5180
2182	35561	5163
2183	35577	5147
2184	35593	5131
2185	35608	5114
2186	35622	5098
2187	35637	5081
2188	35651	5065
2189	35665	5048
2190	35681	5032
2191	35696	5015
2192	35711	4999
2193	35727	4982
2194	35740	4966
2195	35754	4949
2196	35769	4933
2197	35783	4916
2198	35799	4900
2199	35812	4883
2200	35830	4867
2201	35845	4850
2202	35860	4834
2203	35875	4818
2204	35891	4801
2205	35906	4785
2206	35922	4769
2207	35938	4752
2208	35954	4736
2209	35969	4719
2210	35983	4703
2211	35998	4686
2212	36014	4670
2213	36032	4654
2214	36047	4638
2215	36064	4622
2216	36079	4605
2217	36097	4589
2218	36114	4573
2219	36131	4557
2220	36147	4540
2221	36165	4524
2222	36182	4508
2223	36200	4492
2224	36220	4476
2225	36241	4460
2226	36259	4444
2227	36280	4429
2228	36300	4413
2229	36317	4397
2230	36334	4381
2231	36349	4364
2232	36365	4348
2233	36380	4331
2234	36395	4315
2235	36411	4298
2236	36425	4282
2237	36440	4265
2238	36455	4249
2239	36471	4233
2240	36489	4217
2241	36505	4200
2242	36521	4184
2243	36536	4168
2244	36553	4151
2245	36568	4135
2246	36585	4119
2247	36602	4103
2248	36621	4087
2249	36639	4071
2250	36659	4055
2251	36676	4039
2252	36693	4022
2253	36710	4006
2254	36725	3990
2255	36740	3973
2256	36755	3957
2257	36772	3941
2258	36789	3924
2259	36803	3908
2260	36819	3892
2261	36834	3875
2262	36850	3859
2263	36866	3842
2264	36880	3826
2265	36895	3810
2266	36910	3793
2267	36926	3777
2268	36941	3760
2269	36955	3744
2270	36973	3728
2271	36991	3712
2272	37009	3696
2273	37026	3679
2274	37045	3663
2275	37063	3647
2276	37082	3631
2277	37097	3615
2278	37115	3599
2279	37130	3582
2280	37144	3566
2281	37159	3549
2282	37174	3533
2283	37188	3516
2284	37204	3500
2285	37218	3484
2286	37233	3467
2287	37249	3451
2288	37264	3435
2289	37280	3418
2290	37295	3402
2291	37311	3386
2292	37327	3369
2293	37344	3353
2294	37360	3337
2295	37377	3320
2296	37393	3304
2297	37413	3288
2298	37431	3272
2299	37451	3256
2300	37467	3240
2301	37486	3224
2302	37504	3208
2303	37521	3191
2304	37535	3175
2305	37550	3159
2306	37563	3142
2307	37579	3126
2308	37593	3109
2309	37610	3093
2310	37626	3077
2311	37642	3060
2312	37659	3044
2313	37674	3028
2314	37692	3012
2315	37710	2996
2316	37727	2979
2317	37746	2963
2318	37763	2947
2319	37779	2931
2320	37796	2914
2321	37812	2898
2322	37828	2882
2323	37844	2865
2324	37858	2849
2325	37874	2833
2326	37888	2816
2327	37905	2800
2328	37921	2784
2329	37937	2767
2330	37952	2751
2331	37966	2735
2332	37981	2718
2333	37998	2702
2334	38013	2686
2335	38027	2669
2336	38043	2653
2337	38059	2637
2338	38075	2620
2339	38092	2604
2340	38109	2588
2341	38125	2572
2342	38140	2555
2343	38155	2539
2344	38171	2523
2345	38199	2507
2346	38214	2491
2347	38229	2474
2348	38246	2458
2349	38261	2442
2350	38275	2425
2351	38291	2409
2352	38308	2393
2353	38336	2377
2354	38355	2361
2355	38376	2345
2356	38397	2329
2357	38416	2313
2358	38437	2297
2359	38453	2281
2360	38475	2265
2361	38494	2249
2362	38511	2232
2363	38527	2216
2364	38546	2200
2365	38563	2184
2366	38579	2167
2367	38598	2151
2368	38614	2135
2369	38631	2119
2370	38649	2102
2371	38666	2086
2372	38683	2070
2373	38699	2053
2374	38716	2037
2375	38733	2021
2376	38750	2005
2377	38765	1988
2378	38782	1972
2379	38799	1956
2380	38814	1939
2381	38831	1923
2382	38849	1907
2383	38865	1891
2384	38882	1874
2385	38899	1858
2386	38915	1842
2387	38932	1825
2388	38947	1809
2389	38963	1793
2390	38979	1776
2391	38997	1760
2392	39014	1744
2393	39036	1728
2394	39055	1712
2395	39072	1695
2396	39092	1679
2397	39110	1663
2398	39127	1647
2399	39147	1631
2400	39164	1614
2401	39182	1598
2402	39199	1582
2403	39216	1566
2404	39232	1549
2405	39247	1533
2406	39263	1517
2407	39278	1500
2408	39294	1484
2409	39311	1468
2410	39326	1451
2411	39343	1435
2412	39359	1419
2413	39378	1402
2414	39394	1386
2415	39414	1370
2416	39434	1354
2417	39454	1337
2418	39471	1321
2419	39488	1305
2420	39504	1289
2421	39523	1272
2422	39541	1256
2423	39557	1240
2424	39572	1223
2425	39589	1207
2426	39603	1191
2427	39619	1174
2428	39635	1158
2429	39651	1142
2430	39666	1125
2431	39682	1109
2432	39697	1093
2433	39712	1076
2434	39726	1060
2435	39739	1044
2436	39755	1027
2437	39770	1011
2438	39788	995
2439	39803	978
2440	39821	962
2441	39838	946
2442	39859	930
2443	39878	913
2444	39896	897
2445	39911	881
2446	39929	864
2447	39943	848
2448	39958	832
2449	39973	815
2450	39990	799
2451	40005	783
2452	40019	766
2453	40035	750
2454	40051	734
2455	40066	717
2456	40082	701
2457	40097	685
2458	40112	668
2459	40127	652
2460	40141	636
2461	40156	619
2462	40171	603
2463	40189	587
2464	40205	570
2465	40222	554
2466	40237	538
2467	40256	521
2468	40273	505
2469	40289	489
2470	40302	473
2471	40319	456
2472	40335	440
2473	40349	424
2474	40364	407
2475	40383	391
2476	40399	375
2477	40414	358
2478	40430	342
2479	40446	326
2480	40461	309
2481	40478	293
2482	40493	277
2483	40507	260
2484	40522	244
2485	40537	228
2486	40552	211
2487	40567	195
2488	40583	179
2489	40602	163
2490	40618	146
2491	40636	130
2492	40653	114
2493	40673	97
2494	40692	81
2495	40709	65
2496	40725	48
2497	40743	32
2498	40759	16
2499	40777	0
