iter	Accuracy	MultiClass
886	0.9474238652	0.2722575977
887	0.9479027006	0.2719931587
888	0.9478069335	0.2716746779
889	0.9480942348	0.2714991814
890	0.9481900019	0.2712054708
891	0.9484773032	0.2710441823
892	0.9484773032	0.2707872974
893	0.9485730703	0.2704715496
894	0.9485730703	0.2702726505
895	0.9481900019	0.270139284
896	0.9487646045	0.2698744838
897	0.9488603716	0.2696012402
898	0.9495307412	0.2692877171
899	0.949339207	0.2690645595
900	0.949339207	0.2689643963
901	0.949339207	0.268626384
902	0.9496265083	0.2684139702
903	0.9495307412	0.2680622804
904	0.9495307412	0.267786619
905	0.9498180425	0.2674974999
906	0.9497222754	0.2670438473
907	0.950296878	0.266779718
908	0.9502011109	0.26659421
909	0.950296878	0.2663838914
910	0.9502011109	0.266081172
911	0.9506799464	0.2659040636
912	0.951350316	0.2655008927
913	0.9512545489	0.2652594621
914	0.9519249186	0.2648970329
915	0.9521164528	0.2644527401
916	0.9524995212	0.2642234998
917	0.952307987	0.2640396212
918	0.952307987	0.2638010854
919	0.952307987	0.2635755469
920	0.9524037541	0.2633368821
921	0.9526910554	0.2630623997
922	0.9529783566	0.2628722008
923	0.9529783566	0.2625463631
924	0.9531698908	0.2623002959
925	0.9531698908	0.2619904368
926	0.9535529592	0.2618138837
927	0.9542233289	0.2615528489
928	0.9542233289	0.261286983
929	0.9545106301	0.2611214847
930	0.9544148631	0.2608563398
931	0.954319096	0.2606865466
932	0.9545106301	0.2604583495
933	0.9547979314	0.2602886756
934	0.9548936985	0.2600914729
935	0.9546063972	0.259602211
936	0.9547979314	0.2593237807
937	0.9554683011	0.2589662238
938	0.9558513695	0.2587390576
939	0.9562344378	0.2585641329
940	0.956425972	0.2582390326
941	0.9565217391	0.2580469244
942	0.9566175062	0.2576501529
943	0.9570963417	0.2572719961
944	0.9571921088	0.2570826971
945	0.9571921088	0.2568523532
946	0.9570005746	0.2567231934
947	0.9570005746	0.2564713898
948	0.9571921088	0.2562719002
949	0.957383643	0.255993332
950	0.9570963417	0.2557234078
951	0.9571921088	0.2554722197
952	0.9572878759	0.2551348522
953	0.957383643	0.2549578307
954	0.9574794101	0.2545951606
955	0.9577667114	0.2543575155
956	0.9577667114	0.2541333283
957	0.9578624785	0.2539328815
958	0.9581497797	0.2537019985
959	0.958437081	0.2534632288
960	0.958437081	0.2532742931
961	0.958437081	0.2531390043
962	0.9583413139	0.2529084026
963	0.9585328481	0.2526794289
964	0.9586286152	0.2524993857
965	0.9587243823	0.2522759732
966	0.9592032178	0.2521064096
967	0.9591074507	0.2519141448
968	0.9589159165	0.2516339201
969	0.9589159165	0.2514444018
970	0.9589159165	0.2511980741
971	0.9590116836	0.2509710006
972	0.9592032178	0.2507000182
973	0.959394752	0.2504570746
974	0.9592989849	0.2502418367
975	0.959394752	0.2498708715
976	0.9594905191	0.2495751842
977	0.9601608887	0.2491970433
978	0.9598735874	0.2490273244
979	0.9600651216	0.2488418335
980	0.96044819	0.2486116539
981	0.96044819	0.2482795758
982	0.9602566558	0.2481336223
983	0.9601608887	0.2479140484
984	0.9605439571	0.2474211794
985	0.9606397242	0.2471461087
986	0.9610227926	0.2467881325
987	0.9612143268	0.2465040445
988	0.9613100939	0.246322607
989	0.961501628	0.2460963124
990	0.961501628	0.2459007596
991	0.9614058609	0.2455641233
992	0.9616931622	0.2453306229
993	0.9619804635	0.2450468058
994	0.9620762306	0.2448019544
995	0.9621719977	0.2445639742
996	0.9620762306	0.2443373042
997	0.9617889293	0.2441524221
998	0.9617889293	0.2440029376
999	0.9621719977	0.2438364865
1000	0.9623635319	0.2435779314
1001	0.9625550661	0.2433176449
1002	0.9623635319	0.2431066321
1003	0.9625550661	0.2427149663
1004	0.9627466003	0.2424833381
1005	0.9630339016	0.2423222772
1006	0.9628423674	0.242048253
1007	0.9633212028	0.2417733787
1008	0.9633212028	0.2415763836
1009	0.963512737	0.2413229942
1010	0.9634169699	0.2411912944
1011	0.9632254357	0.241023984
1012	0.9636085041	0.2407822088
1013	0.9638958054	0.2405417273
1014	0.964470408	0.2402233333
1015	0.9646619422	0.23987712
1016	0.9648534763	0.2397569749
1017	0.9649492434	0.2394733879
1018	0.9651407776	0.2392966312
1019	0.965523846	0.2391328005
1020	0.9656196131	0.238863943
1021	0.9653323118	0.2386631912
1022	0.9653323118	0.2385272963
1023	0.9653323118	0.2382961029
1024	0.9657153802	0.2381347837
1025	0.9658111473	0.2379922591
1026	0.9659069144	0.2377347243
1027	0.9660984486	0.2375227948
1028	0.9660984486	0.2372999595
1029	0.9660026815	0.2369310174
1030	0.9661942157	0.2366722121
1031	0.9663857499	0.236350252
1032	0.966481517	0.2361405295
1033	0.9666730511	0.2359293471
1034	0.9667688182	0.235777458
1035	0.9667688182	0.2355705181
1036	0.9669603524	0.2354002808
1037	0.9671518866	0.2351815953
1038	0.9672476537	0.2349961823
1039	0.9672476537	0.2346938898
1040	0.9674391879	0.2343461656
1041	0.967534955	0.2342314499
1042	0.967534955	0.2340623834
1043	0.9677264892	0.2338430526
1044	0.9679180234	0.2335920233
1045	0.9680137905	0.2333879026
1046	0.9681095576	0.2332499628
1047	0.9683010917	0.2329383873
1048	0.9684926259	0.2327438294
1049	0.9683968588	0.2325967683
1050	0.968588393	0.2323963929
1051	0.9684926259	0.2322045022
1052	0.9688756943	0.231912684
1053	0.9689714614	0.2317394492
1054	0.9689714614	0.2315893278
1055	0.9691629956	0.231418881
1056	0.9693545298	0.2312643243
1057	0.9693545298	0.2311016896
1058	0.9696418311	0.230864103
1059	0.9696418311	0.2306784378
1060	0.969546064	0.2305233951
1061	0.9696418311	0.230304747
1062	0.9697375982	0.2299627664
1063	0.9696418311	0.2296435287
1064	0.9699291324	0.2293963699
1065	0.9699291324	0.2292044949
1066	0.9698333653	0.2290139619
1067	0.9698333653	0.2288606839
1068	0.9698333653	0.2286047865
1069	0.9699291324	0.2284922785
1070	0.9699291324	0.2283703401
1071	0.9701206665	0.2281234988
1072	0.9703122007	0.2279140638
1073	0.9705037349	0.2278046543
1074	0.9706952691	0.2275704738
1075	0.9707910362	0.2273778471
1076	0.970599502	0.2271844125
1077	0.970599502	0.2269659827
1078	0.9709825704	0.2267798034
1079	0.9713656388	0.2265730736
1080	0.9714614059	0.2262916504
1081	0.971557173	0.2260917901
1082	0.9713656388	0.2259182776
1083	0.9714614059	0.2257361924
1084	0.97165294	0.225442776
1085	0.97165294	0.2252710503
1086	0.9717487071	0.2250125573
1087	0.9719402413	0.2248248657
1088	0.9719402413	0.2246737781
1089	0.9721317755	0.224464191
1090	0.9721317755	0.2243501956
1091	0.9724190768	0.2241263193
1092	0.9722275426	0.2239719559
1093	0.9725148439	0.2237813765
1094	0.9725148439	0.2235047341
1095	0.9724190768	0.223334994
1096	0.9725148439	0.2231354519
1097	0.9725148439	0.2229577497
1098	0.9727063781	0.2228040087
1099	0.9729936794	0.2225325632
1100	0.9732809807	0.2222480444
1101	0.9729936794	0.2220113339
1102	0.9730894465	0.2217687451
1103	0.9728979123	0.2215613869
1104	0.9732809807	0.2213171253
1105	0.9734725148	0.2211314169
1106	0.9738555832	0.2207802403
1107	0.9740471174	0.2206123489
1108	0.9738555832	0.2204551384
1109	0.9739513503	0.2203007325
1110	0.9738555832	0.220120101
1111	0.9737598161	0.2198867728
1112	0.9737598161	0.2197630887
1113	0.9737598161	0.2195812208
1114	0.973664049	0.2194034416
1115	0.9738555832	0.2191792626
1116	0.9738555832	0.2189888952
1117	0.9739513503	0.2188232383
1118	0.9742386516	0.218564175
1119	0.9739513503	0.2183417281
1120	0.9738555832	0.2181374707
1121	0.9739513503	0.2180379941
1122	0.9739513503	0.2178848565
1123	0.9745259529	0.2176858917
1124	0.97462172	0.2174543378
1125	0.97462172	0.2173268047
1126	0.97462172	0.217153491
1127	0.9748132542	0.2170276405
1128	0.9749090213	0.2168424847
1129	0.9747174871	0.2165530621
1130	0.97462172	0.2164099736
1131	0.9747174871	0.2161381335
1132	0.9745259529	0.2160286073
1133	0.9747174871	0.2158472528
1134	0.9747174871	0.2157080138
1135	0.9747174871	0.2155439794
1136	0.9749090213	0.2154013101
1137	0.9748132542	0.2152945971
1138	0.9749090213	0.2150212721
1139	0.9751963225	0.2147425653
1140	0.9754836238	0.2144055115
1141	0.9757709251	0.2142142658
1142	0.9757709251	0.2140857192
1143	0.9759624593	0.2139079451
1144	0.9760582264	0.2137081922
1145	0.9761539935	0.2135968306
1146	0.9760582264	0.2134191695
1147	0.9762497606	0.2132556517
1148	0.9761539935	0.2131008159
1149	0.9759624593	0.2129219182
1150	0.9763455277	0.212702844
1151	0.9762497606	0.2125761028
1152	0.976632829	0.212336051
1153	0.9767285961	0.2122153361
1154	0.9768243631	0.2119393919
1155	0.9769201302	0.2118445095
1156	0.9769201302	0.2117255004
1157	0.9769201302	0.2115112766
1158	0.9768243631	0.2112197532
1159	0.9771116644	0.2109921024
1160	0.9773989657	0.2107627314
1161	0.9773989657	0.2105985799
1162	0.9774947328	0.2103671338
1163	0.9773031986	0.2100904011
1164	0.9774947328	0.2099664175
1165	0.9774947328	0.2098687075
1166	0.9774947328	0.2097513616
1167	0.9775904999	0.2096472218
1168	0.9777820341	0.2094965645
1169	0.977686267	0.2093258045
1170	0.977686267	0.2092385167
1171	0.9775904999	0.2089481316
1172	0.9775904999	0.2087476937
1173	0.9777820341	0.2086068716
1174	0.977686267	0.2084534154
1175	0.9778778012	0.2083503878
1176	0.9778778012	0.2082207366
1177	0.9778778012	0.2080762794
1178	0.9778778012	0.2079988562
1179	0.9778778012	0.2078470172
1180	0.9778778012	0.2075515013
1181	0.9780693354	0.2073781186
1182	0.9781651025	0.2071897556
1183	0.9781651025	0.2069367992
1184	0.9784524038	0.2067066585
1185	0.9786439379	0.2065479601
1186	0.9786439379	0.2063640803
1187	0.9788354721	0.2062520086
1188	0.9786439379	0.2061180856
1189	0.9789312392	0.2060035492
1190	0.9789312392	0.2058599354
1191	0.9789312392	0.2056608449
1192	0.9791227734	0.2055257771
1193	0.9793143076	0.2052254095
1194	0.9795058418	0.2050116529
1195	0.979697376	0.2047583673
1196	0.979697376	0.2044934833
1197	0.9796016089	0.2042812668
1198	0.979697376	0.2040634816
1199	0.9796016089	0.2037899057
1200	0.9794100747	0.2036038954
1201	0.979697376	0.2034035844
1202	0.9798889102	0.203124167
1203	0.9797931431	0.2028878755
1204	0.9799846773	0.2026865374
1205	0.9799846773	0.2024605742
1206	0.9801762115	0.2022455538
1207	0.9800804444	0.2020687435
1208	0.9803677456	0.2018811873
1209	0.9806550469	0.2016302401
1210	0.9806550469	0.2014466527
1211	0.980750814	0.2012462137
1212	0.980750814	0.2010383714
1213	0.9808465811	0.2007887011
1214	0.9808465811	0.2005529754
1215	0.9805592798	0.200392093
1216	0.9806550469	0.2002257918
1217	0.9808465811	0.2000431016
1218	0.9808465811	0.1999314918
1219	0.9810381153	0.1998043779
1220	0.9811338824	0.1995902655
1221	0.9811338824	0.1993413952
1222	0.9811338824	0.1992169236
1223	0.9812296495	0.1991146468
1224	0.9812296495	0.1989287416
1225	0.9813254166	0.1986902939
1226	0.9814211837	0.1985476691
1227	0.9816127179	0.1983518502
1228	0.9816127179	0.1981556598
1229	0.9816127179	0.1980274217
1230	0.981708485	0.1979097405
1231	0.9818042521	0.197741912
1232	0.9819000192	0.1975693356
1233	0.9819000192	0.1973246595
1234	0.9819957862	0.1971472216
1235	0.9819957862	0.1969625769
1236	0.9819000192	0.1968360432
1237	0.9819000192	0.196555651
1238	0.9819957862	0.1964227007
1239	0.9821873204	0.1960791288
1240	0.9822830875	0.1958078282
1241	0.9823788546	0.1956507877
1242	0.9821873204	0.1955885815
1243	0.9822830875	0.1954044642
1244	0.9823788546	0.1952338039
1245	0.9822830875	0.1949572592
1246	0.9823788546	0.1947812889
1247	0.9822830875	0.1946799611
1248	0.9824746217	0.1944969274
1249	0.9826661559	0.1943467984
1250	0.9826661559	0.1941801986
1251	0.9825703888	0.1939742038
1252	0.9826661559	0.1938029574
1253	0.9828576901	0.1936033362
1254	0.982761923	0.193415191
1255	0.9829534572	0.1933041804
1256	0.9830492243	0.193195434
1257	0.9830492243	0.1930123239
1258	0.9830492243	0.1928440025
1259	0.9831449914	0.1927162958
1260	0.9831449914	0.1926220365
1261	0.9833365256	0.1925106623
1262	0.9832407585	0.1922923517
1263	0.9834322927	0.1921724022
1264	0.9836238269	0.192030888
1265	0.9836238269	0.1919021622
1266	0.9836238269	0.1915892779
1267	0.9837195939	0.1914769142
1268	0.9837195939	0.1913077441
1269	0.9837195939	0.1911728773
1270	0.9837195939	0.1909820349
1271	0.9837195939	0.1908274366
1272	0.9837195939	0.190654888
1273	0.9840068952	0.1905314124
1274	0.9839111281	0.1904562382
1275	0.9839111281	0.1902909381
1276	0.9837195939	0.1901378381
1277	0.9837195939	0.190075358
1278	0.9840068952	0.1899755542
1279	0.9839111281	0.1897956184
1280	0.9840068952	0.1896486624
1281	0.9841984294	0.1894961919
1282	0.9841984294	0.1893073623
1283	0.9841984294	0.1890735603
1284	0.9841026623	0.1887929686
1285	0.9841984294	0.1885816159
1286	0.9841984294	0.1884866922
1287	0.9841026623	0.1883156762
1288	0.9841026623	0.1881942363
1289	0.9841984294	0.1880050183
1290	0.9843899636	0.1878672997
1291	0.9844857307	0.1876829586
1292	0.984773032	0.1875202029
1293	0.9845814978	0.187271973
1294	0.9846772649	0.1870623588
1295	0.9846772649	0.1868561772
1296	0.9848687991	0.1866558645
1297	0.9848687991	0.1865483825
1298	0.9848687991	0.1864298729
1299	0.9848687991	0.1862893635
1300	0.9846772649	0.1861382465
1301	0.9848687991	0.1860083624
1302	0.9849645662	0.1858016416
1303	0.9850603333	0.1856088037
1304	0.9850603333	0.1854534482
1305	0.9850603333	0.185334563
1306	0.9851561004	0.1851902271
1307	0.9853476346	0.1849729206
1308	0.9853476346	0.184840358
1309	0.9853476346	0.1846655039
1310	0.9854434016	0.1845163302
1311	0.9856349358	0.1842951291
1312	0.9854434016	0.1841833215
1313	0.9855391687	0.1840541999
1314	0.9855391687	0.1838239298
1315	0.98582647	0.1836378581
1316	0.9861137713	0.1834519693
1317	0.9862095384	0.1832083561
1318	0.9861137713	0.1830333978
1319	0.9863053055	0.1828943756
1320	0.9864010726	0.1827071842
1321	0.9864010726	0.182590382
1322	0.9864010726	0.1824833638
1323	0.9864968397	0.1823872794
1324	0.9865926068	0.1822493292
1325	0.986784141	0.1821321181
1326	0.986784141	0.1819358674
1327	0.9866883739	0.1816738349
1328	0.986784141	0.1815549214
1329	0.9866883739	0.1812990228
1330	0.986784141	0.1811062479
1331	0.9866883739	0.1809784961
1332	0.986784141	0.180838281
1333	0.9870714423	0.1806265766
1334	0.9871672093	0.1804675177
1335	0.9872629764	0.180243577
1336	0.9873587435	0.1801159354
1337	0.9873587435	0.1799380566
1338	0.9872629764	0.1797775132
1339	0.9874545106	0.1796084253
1340	0.9874545106	0.1794925292
1341	0.9874545106	0.179392753
1342	0.9874545106	0.179123613
1343	0.9874545106	0.1789655132
1344	0.9874545106	0.1787298976
1345	0.9877418119	0.1785897605
1346	0.9876460448	0.1784012876
1347	0.9877418119	0.1782455068
1348	0.9875502777	0.178095519
1349	0.9876460448	0.177880872
1350	0.987837579	0.1777270003
1351	0.9877418119	0.1775543041
1352	0.9876460448	0.1774234937
1353	0.9877418119	0.1772675289
1354	0.9877418119	0.1771398359
1355	0.9877418119	0.1767863613
1356	0.987837579	0.1766643091
1357	0.9880291132	0.1765401296
1358	0.987837579	0.1764278346
1359	0.9881248803	0.176248526
1360	0.9881248803	0.1760686728
1361	0.9881248803	0.1758895588
1362	0.9882206474	0.1757201191
1363	0.9881248803	0.1755574164
1364	0.9881248803	0.1753821139
1365	0.9885079487	0.1751341102
1366	0.9886994829	0.1749467229
1367	0.9886994829	0.1747741113
1368	0.9890825512	0.1746832716
1369	0.9891783183	0.1745304404
1370	0.9890825512	0.1743355698
1371	0.9890825512	0.1741605558
1372	0.9889867841	0.1739929383
1373	0.9890825512	0.1739276175
1374	0.9890825512	0.1737494868
1375	0.9890825512	0.1736125352
1376	0.9890825512	0.1734952273
1377	0.988891017	0.1733490284
1378	0.9889867841	0.173198521
1379	0.988891017	0.173090181
1380	0.988891017	0.1728588816
1381	0.98879525	0.1727849177
1382	0.98879525	0.172665794
1383	0.9890825512	0.1724549172
1384	0.9891783183	0.1723057453
1385	0.9893698525	0.1721472024
1386	0.9892740854	0.171927705
1387	0.9894656196	0.171786714
1388	0.9893698525	0.171561372
1389	0.9893698525	0.1714160048
1390	0.9892740854	0.1713343692
1391	0.9894656196	0.1712601738
1392	0.9894656196	0.171114539
1393	0.9897529209	0.170912294
1394	0.9896571538	0.1708053622
1395	0.989848688	0.1705621021
1396	0.9896571538	0.1703826929
1397	0.9896571538	0.1701953136
1398	0.9895613867	0.1700155567
1399	0.9897529209	0.169881906
1400	0.9899444551	0.1696460066
1401	0.9900402222	0.1694848821
1402	0.9900402222	0.1694006931
1403	0.9902317564	0.1692284827
1404	0.9903275235	0.1690222566
1405	0.9903275235	0.1688342478
1406	0.9902317564	0.1687018587
1407	0.9905190577	0.1685134553
1408	0.9903275235	0.1683756029
1409	0.9903275235	0.1682759278
1410	0.9904232906	0.1681775855
1411	0.9904232906	0.1679338107
1412	0.9907105918	0.167822272
1413	0.9908063589	0.1676695316
1414	0.990902126	0.167523044
1415	0.990902126	0.167411646
1416	0.9909978931	0.1672634849
1417	0.9909978931	0.1671429014
1418	0.9909978931	0.166989716
1419	0.9910936602	0.1668048105
1420	0.9909978931	0.1666809601
1421	0.9910936602	0.1665309755
1422	0.9911894273	0.1663634167
1423	0.9911894273	0.1662817152
1424	0.9910936602	0.1661290819
1425	0.9911894273	0.1660097552
1426	0.9911894273	0.1659153917
1427	0.9913809615	0.1655850452
1428	0.9913809615	0.1654118476
1429	0.9914767286	0.1652393671
1430	0.9915724957	0.1651299586
1431	0.9915724957	0.1650384156
1432	0.9914767286	0.1648508215
1433	0.9915724957	0.1647514433
1434	0.9915724957	0.1646694044
1435	0.9915724957	0.1645278684
1436	0.9914767286	0.1643905254
1437	0.9914767286	0.1642870716
1438	0.9914767286	0.1641296819
1439	0.9914767286	0.1640318807
1440	0.9914767286	0.1639207914
1441	0.9914767286	0.1637970293
1442	0.9914767286	0.1637212719
1443	0.9914767286	0.1635677923
1444	0.9913809615	0.1633910676
1445	0.9913809615	0.1632426538
1446	0.991859797	0.1630375737
1447	0.991859797	0.1628146874
1448	0.9917640299	0.1626173159
1449	0.9916682628	0.16248371
1450	0.9916682628	0.1623274079
1451	0.9916682628	0.1621266585
1452	0.9916682628	0.1620463901
1453	0.9917640299	0.1619143331
1454	0.9917640299	0.1617806905
1455	0.9919555641	0.1616577976
1456	0.9920513312	0.1614227974
1457	0.9921470983	0.1613106448
1458	0.9920513312	0.1612120993
1459	0.9920513312	0.1610412594
1460	0.9921470983	0.1608642278
1461	0.9920513312	0.160663411
1462	0.9919555641	0.1605134962
1463	0.9919555641	0.1604272261
1464	0.9922428654	0.1603133228
1465	0.9922428654	0.1602497326
1466	0.9922428654	0.1600651546
1467	0.9923386324	0.1599588438
1468	0.9923386324	0.1597982297
1469	0.9923386324	0.1597186196
1470	0.9924343995	0.159632122
1471	0.9924343995	0.1595358843
1472	0.9924343995	0.1594239213
1473	0.9924343995	0.1593122159
1474	0.9925301666	0.1592182978
1475	0.9925301666	0.1590758872
1476	0.9926259337	0.1589663434
1477	0.9926259337	0.1588665399
1478	0.9926259337	0.1587454355
1479	0.9928174679	0.1585672483
1480	0.9930090021	0.1584006457
1481	0.992913235	0.1582758244
1482	0.9930090021	0.1581148079
1483	0.992913235	0.158005311
1484	0.9928174679	0.1578319356
1485	0.9928174679	0.1576936792
1486	0.992913235	0.1575274623
1487	0.9928174679	0.1574257466
1488	0.9928174679	0.1572595302
1489	0.992913235	0.1571363421
1490	0.9932005363	0.1569693539
1491	0.9932005363	0.1568700962
1492	0.9933920705	0.1567068414
1493	0.9933920705	0.1565491154
1494	0.9933920705	0.1564621828
1495	0.9933920705	0.156378196
1496	0.9935836047	0.1562303449
1497	0.9934878376	0.156131092
1498	0.9933920705	0.1560193335
1499	0.9934878376	0.1558127461
1500	0.9935836047	0.1555872547
1501	0.9934878376	0.1554963803
1502	0.9935836047	0.1553553355
1503	0.9935836047	0.1552603427
1504	0.9935836047	0.1550415021
1505	0.9935836047	0.1548398511
1506	0.9935836047	0.1546896113
1507	0.9937751389	0.1545512458
1508	0.993870906	0.1543952594
1509	0.9939666731	0.1541653624
1510	0.9939666731	0.1540098032
1511	0.9939666731	0.1538601872
1512	0.9939666731	0.1537491462
1513	0.9939666731	0.1536661004
1514	0.993870906	0.153485371
1515	0.9940624401	0.1533154154
1516	0.9940624401	0.1531209759
1517	0.9940624401	0.1530374326
1518	0.9940624401	0.1528972691
1519	0.9940624401	0.1527262091
1520	0.9941582072	0.1526448833
1521	0.9941582072	0.1525339693
1522	0.9941582072	0.1523342151
1523	0.9940624401	0.1522543842
1524	0.9940624401	0.1521741893
1525	0.9940624401	0.1520838711
1526	0.9940624401	0.1519628991
1527	0.9940624401	0.1518760409
1528	0.9942539743	0.1516388233
1529	0.9942539743	0.1515140634
1530	0.9943497414	0.15138101
1531	0.9945412756	0.1512586842
1532	0.9945412756	0.1511794598
1533	0.9945412756	0.1510113361
1534	0.9944455085	0.1508706749
1535	0.9947328098	0.1506423346
1536	0.9947328098	0.1505355208
1537	0.9945412756	0.1504780711
1538	0.9946370427	0.1503482427
1539	0.9946370427	0.1502357561
1540	0.9946370427	0.1501383359
1541	0.9946370427	0.1500377091
1542	0.9947328098	0.149848384
1543	0.9947328098	0.1497424643
1544	0.9948285769	0.1496156471
1545	0.994924344	0.1494902692
1546	0.9950201111	0.1493044478
1547	0.9951158782	0.1492175994
1548	0.9951158782	0.1491027659
1549	0.9951158782	0.1489562341
1550	0.9951158782	0.1488467344
1551	0.9952116453	0.1487028159
1552	0.9951158782	0.1486044681
1553	0.9952116453	0.1484872323
1554	0.9952116453	0.1483773385
1555	0.9952116453	0.148282398
1556	0.9952116453	0.1481674793
1557	0.9951158782	0.1480570153
1558	0.9950201111	0.1478663604
1559	0.9951158782	0.1477795171
1560	0.9952116453	0.147657389
1561	0.9952116453	0.1475596414
1562	0.9954989466	0.1473856278
1563	0.9955947137	0.1472510181
1564	0.9956904808	0.1471433761
1565	0.9956904808	0.1470579769
1566	0.9956904808	0.1469037595
1567	0.9956904808	0.146807293
1568	0.9956904808	0.1467143042
1569	0.9955947137	0.1465526467
1570	0.9955947137	0.146457622
1571	0.9956904808	0.146319717
1572	0.9956904808	0.1461258425
1573	0.9956904808	0.145948939
1574	0.9956904808	0.1457957136
1575	0.9954989466	0.1456133188
1576	0.9955947137	0.145504572
1577	0.9956904808	0.1453790554
1578	0.9955947137	0.1452710982
1579	0.9956904808	0.1451017383
1580	0.9956904808	0.1450072778
1581	0.9956904808	0.144946012
1582	0.9957862478	0.1448243075
1583	0.9958820149	0.1446377492
1584	0.9958820149	0.1445331971
1585	0.9958820149	0.1444218788
1586	0.9958820149	0.1443242696
1587	0.995977782	0.1442261003
1588	0.9960735491	0.144170744
1589	0.9962650833	0.144021055
1590	0.9962650833	0.143920767
1591	0.9962650833	0.1438481197
1592	0.9963608504	0.143724642
1593	0.9963608504	0.1435416598
1594	0.9963608504	0.1434339413
1595	0.9965523846	0.1432894394
1596	0.9963608504	0.1431478519
1597	0.9964566175	0.1430353198
1598	0.9965523846	0.1429205723
1599	0.9965523846	0.1428121811
1600	0.9964566175	0.142678955
1601	0.9964566175	0.1426019987
1602	0.9964566175	0.142503641
1603	0.9965523846	0.1423511985
1604	0.9964566175	0.1422165801
1605	0.9966481517	0.1420790517
1606	0.9966481517	0.1419426223
1607	0.9966481517	0.1417534392
1608	0.9966481517	0.1415571292
1609	0.9965523846	0.141443699
1610	0.9965523846	0.1413020387
1611	0.9967439188	0.1412094364
1612	0.9968396859	0.1410960059
1613	0.996935453	0.1409350725
1614	0.996935453	0.1407969087
1615	0.996935453	0.1406496173
1616	0.996935453	0.1405663277
1617	0.996935453	0.1405013201
1618	0.996935453	0.1403894435
1619	0.996935453	0.1402858357
1620	0.996935453	0.1402047981
1621	0.996935453	0.1401495971
1622	0.9968396859	0.1400352633
1623	0.9968396859	0.1399478307
1624	0.996935453	0.139851442
1625	0.9970312201	0.139733612
1626	0.9970312201	0.1395784377
1627	0.9971269872	0.1394870776
1628	0.9970312201	0.1393429074
1629	0.9970312201	0.1392044853
1630	0.9970312201	0.1391040428
1631	0.996935453	0.1389991306
1632	0.996935453	0.1388736223
1633	0.996935453	0.1387581962
1634	0.996935453	0.1386552199
1635	0.9970312201	0.1385774758
1636	0.9971269872	0.1384616321
1637	0.9972227543	0.1383718903
1638	0.9971269872	0.1382853487
1639	0.9972227543	0.1381353505
1640	0.9972227543	0.1380094996
1641	0.9972227543	0.1378903564
1642	0.9972227543	0.1378231791
1643	0.9972227543	0.1376954175
1644	0.9972227543	0.1375320129
1645	0.9972227543	0.1374163508
1646	0.9972227543	0.1373087781
1647	0.9972227543	0.1371649194
1648	0.9972227543	0.1370547288
1649	0.9972227543	0.1369724105
1650	0.9971269872	0.1368346146
1651	0.9971269872	0.1366926558
1652	0.9971269872	0.1365991637
1653	0.9971269872	0.136519484
1654	0.9971269872	0.1364080331
1655	0.9970312201	0.1362977657
1656	0.9970312201	0.1361878721
1657	0.9971269872	0.1359950345
1658	0.9973185214	0.1358801506
1659	0.9973185214	0.1357866512
1660	0.9974142885	0.1356485136
1661	0.9973185214	0.1355557344
1662	0.9973185214	0.1354336682
1663	0.9973185214	0.135348595
1664	0.9973185214	0.1352425648
1665	0.9973185214	0.1350906795
1666	0.9972227543	0.1349412415
1667	0.9973185214	0.1348385318
1668	0.9973185214	0.134755136
1669	0.9973185214	0.1346703784
1670	0.9974142885	0.1345985628
1671	0.9974142885	0.1344963263
1672	0.9973185214	0.1343424799
1673	0.9973185214	0.1342474596
1674	0.9975100555	0.134086734
1675	0.9975100555	0.1339638301
1676	0.9975100555	0.1338333972
1677	0.9975100555	0.1337047108
1678	0.9974142885	0.1335743988
1679	0.9975100555	0.1334918103
1680	0.9975100555	0.133429296
1681	0.9975100555	0.1333247681
1682	0.9975100555	0.1331909357
1683	0.9975100555	0.1330925448
1684	0.9975100555	0.1329805886
1685	0.9975100555	0.1328793368
1686	0.9975100555	0.1327744568
1687	0.9975100555	0.1326449946
1688	0.9975100555	0.1325554485
1689	0.9975100555	0.1325187945
1690	0.9975100555	0.1324327522
1691	0.9975100555	0.1323342734
1692	0.9975100555	0.1322184616
1693	0.9976058226	0.1320791494
1694	0.9976058226	0.1319621197
1695	0.9976058226	0.1318396365
1696	0.9976058226	0.1317472058
1697	0.9977015897	0.1316321946
1698	0.9977015897	0.1315589196
1699	0.9977015897	0.1314475246
1700	0.9977015897	0.1313526685
1701	0.9978931239	0.1311694804
1702	0.9978931239	0.1310505276
1703	0.9978931239	0.1309742877
1704	0.9978931239	0.130903352
1705	0.9978931239	0.130829818
1706	0.9978931239	0.1307197289
1707	0.9978931239	0.130581875
1708	0.9978931239	0.1304973759
1709	0.9978931239	0.1304114555
1710	0.9978931239	0.1303261647
1711	0.9978931239	0.1301899492
1712	0.9977973568	0.1300616721
1713	0.9977973568	0.1299655015
1714	0.9977973568	0.1298567438
1715	0.9978931239	0.1296526186
1716	0.9978931239	0.1295315766
1717	0.997988891	0.1294222258
1718	0.997988891	0.1293546043
1719	0.9980846581	0.1292412222
1720	0.9980846581	0.1290999839
1721	0.9980846581	0.1289627838
1722	0.9980846581	0.1288824052
1723	0.9980846581	0.128803184
1724	0.9980846581	0.1287415181
1725	0.9980846581	0.1286470207
