iter	Accuracy	MultiClass
354	0.8290557364	0.4820360892
355	0.8291515035	0.4814045439
356	0.8300134074	0.4808433014
357	0.8307795441	0.4800949513
358	0.8312583796	0.4793019167
359	0.8309710783	0.4788825483
360	0.8313541467	0.4782130499
361	0.8314499138	0.4779284197
362	0.8322160506	0.4775865743
363	0.832694886	0.4770927016
364	0.8331737215	0.4767709762
365	0.8338440912	0.4758699112
366	0.8343229266	0.4753212677
367	0.8343229266	0.4748123089
368	0.8345144608	0.4744116679
369	0.8345144608	0.4737902916
370	0.8341313925	0.473030671
371	0.8346102279	0.472547338
372	0.8351848305	0.4718764018
373	0.835663666	0.4713876576
374	0.8358552002	0.4707702798
375	0.8368128711	0.469690066
376	0.8373874737	0.4691920352
377	0.8375790079	0.4685687946
378	0.8378663091	0.4680488368
379	0.8382493775	0.4675653948
380	0.8384409117	0.4668945088
381	0.8384409117	0.4662821127
382	0.8386324459	0.4654742677
383	0.8393985826	0.4650355934
384	0.839781651	0.4643224889
385	0.8400689523	0.4639569559
386	0.840739322	0.4632900967
387	0.8405477878	0.4628511697
388	0.8408350891	0.4623644049
389	0.840739322	0.4619581156
390	0.8410266233	0.4614611965
391	0.8408350891	0.4609047453
392	0.8412181574	0.4602499061
393	0.8409308562	0.459432591
394	0.8415054587	0.4587881022
395	0.8422715955	0.4581937893
396	0.842846198	0.457557096
397	0.8433250335	0.456989622
398	0.8434208006	0.4564479235
399	0.8438996361	0.4560563724
400	0.8442827045	0.4555228531
401	0.8443784716	0.4546704551
402	0.8450488412	0.453921277
403	0.844857307	0.4535140025
404	0.8453361425	0.4531928657
405	0.8451446083	0.4528437283
406	0.8459107451	0.4523110451
407	0.8463895805	0.4517330512
408	0.8467726489	0.4513404145
409	0.8462938134	0.4509196757
410	0.8463895805	0.4505039626
411	0.846868416	0.4502125551
412	0.8471557173	0.4492107139
413	0.8471557173	0.4486232265
414	0.8475387857	0.448092339
415	0.8484964566	0.4476513954
416	0.8486879908	0.447192999
417	0.8490710592	0.4466959048
418	0.8491668263	0.4462562571
419	0.8504117985	0.4456845156
420	0.8504117985	0.4453029842
421	0.8505075656	0.4449084565
422	0.8509864011	0.4444664092
423	0.8512737024	0.4438277434
424	0.8509864011	0.4430277532
425	0.8517525378	0.4425408468
426	0.851944072	0.442246534
427	0.851944072	0.4417768207
428	0.8523271404	0.4412059741
429	0.8526144417	0.4405899552
430	0.852901743	0.4400558305
431	0.8529975101	0.439579764
432	0.8530932771	0.4390578036
433	0.852901743	0.4387584236
434	0.8531890442	0.43850375
435	0.8537636468	0.4380041133
436	0.853955181	0.4375493027
437	0.8546255507	0.4371578563
438	0.855008619	0.4367620372
439	0.8552959203	0.4360325445
440	0.85596629	0.4354493878
441	0.8558705229	0.4348536516
442	0.857019728	0.4340087476
443	0.8576900977	0.4333517917
444	0.8578816319	0.4330037114
445	0.8583604673	0.4325462874
446	0.8583604673	0.4318295938
447	0.8583604673	0.4311753469
448	0.8586477686	0.4306892079
449	0.8594139054	0.4302549701
450	0.8599885079	0.4298055631
451	0.8592223712	0.4292758543
452	0.8596054396	0.4288291633
453	0.860084275	0.4283731525
454	0.8606588776	0.4279814609
455	0.8609461789	0.4275092672
456	0.8612334802	0.4267814073
457	0.8616165486	0.4263885435
458	0.8619996169	0.4260353805
459	0.8619996169	0.4256647443
460	0.8621911511	0.4250769261
461	0.8623826853	0.4245933171
462	0.8631488221	0.4241820342
463	0.863053055	0.4238361886
464	0.8635318904	0.4233250698
465	0.8636276575	0.4228347337
466	0.8639149588	0.4225926416
467	0.8639149588	0.4221970867
468	0.8639149588	0.4217153239
469	0.8642980272	0.421282235
470	0.8642980272	0.4208914355
471	0.8642980272	0.4203107187
472	0.8645853285	0.4197655931
473	0.8647768627	0.4195041484
474	0.8653514652	0.419115695
475	0.8649683969	0.4186413952
476	0.8652556981	0.4182585146
477	0.8655429994	0.4177213445
478	0.8664049033	0.417291266
479	0.8659260678	0.4167399635
480	0.8662133691	0.4164554236
481	0.8669795058	0.4160498486
482	0.8670752729	0.4156615245
483	0.8670752729	0.4153650003
484	0.86717104	0.4148892077
485	0.8678414097	0.4144323518
486	0.8680329439	0.4137413387
487	0.8682244781	0.4132848827
488	0.8684160123	0.4127281319
489	0.8693736832	0.4122968899
490	0.8700440529	0.4118053939
491	0.8702355871	0.4115185991
492	0.8704271212	0.4110343797
493	0.8703313541	0.4106482082
494	0.8703313541	0.4103559648
495	0.8703313541	0.4098255129
496	0.8710017238	0.4093977074
497	0.8710974909	0.4089544461
498	0.8719593948	0.4084293841
499	0.8723424631	0.4080453857
500	0.8726297644	0.4077094234
501	0.8726297644	0.4069788162
502	0.872246696	0.4064451041
503	0.8724382302	0.4061052086
504	0.8728212986	0.4057316939
505	0.8727255315	0.4053560952
506	0.8731085999	0.4048921046
507	0.873204367	0.4044317935
508	0.873204367	0.404050997
509	0.8734916683	0.403613062
510	0.8736832025	0.4030524529
511	0.8735874354	0.4027427294
512	0.8740662708	0.4021850362
513	0.8738747366	0.4016033018
514	0.8739705037	0.4011360695
515	0.8745451063	0.4007133092
516	0.8753112431	0.4003128056
517	0.8754070102	0.3999883902
518	0.8757900785	0.3996951941
519	0.876268914	0.3991967166
520	0.8764604482	0.3989133684
521	0.876268914	0.3985961831
522	0.8759816127	0.3982742304
523	0.8761731469	0.3976768487
524	0.8767477495	0.3971104525
525	0.8769392837	0.3966317429
526	0.8778011875	0.3961961309
527	0.8785673243	0.3956668362
528	0.8783757901	0.3952546225
529	0.8785673243	0.3947416421
530	0.8791419268	0.3942597931
531	0.8794292281	0.3939189095
532	0.8797165294	0.3934680578
533	0.8796207623	0.3932056138
534	0.8792376939	0.3928200266
535	0.8800038307	0.3923356202
536	0.8811530358	0.3919345515
537	0.8811530358	0.3914896793
538	0.8808657345	0.391032749
539	0.8809615016	0.3905998278
540	0.8809615016	0.3900684924
541	0.88134457	0.3898012539
542	0.88134457	0.389201801
543	0.8814403371	0.388741178
544	0.8817276384	0.3883483572
545	0.8819191726	0.3879182153
546	0.882302241	0.3873874379
547	0.882302241	0.3869705324
548	0.8828768435	0.3866716568
549	0.8829726106	0.386319113
550	0.8832599119	0.3859647593
551	0.8835472132	0.385653301
552	0.8835472132	0.3853135328
553	0.8836429803	0.3849371215
554	0.8837387474	0.3847687421
555	0.8838345145	0.384424376
556	0.8832599119	0.3840966437
557	0.8837387474	0.3838292741
558	0.883355679	0.3834020632
559	0.8836429803	0.3831172403
560	0.8840260486	0.3826310961
561	0.8841218157	0.3822782743
562	0.8845048841	0.3819412558
563	0.8852710209	0.3814729405
564	0.8856540893	0.3809529609
565	0.8859413905	0.3806370645
566	0.8866117602	0.380007931
567	0.8868032944	0.3797401665
568	0.887377897	0.3793315784
569	0.8871863628	0.3790153097
570	0.887377897	0.3784719776
571	0.8879524995	0.3779670559
572	0.8881440337	0.377647647
573	0.8878567324	0.3773090513
574	0.8880482666	0.3769863766
575	0.8883355679	0.3764035807
576	0.888431335	0.3759993261
577	0.8891017047	0.3752975713
578	0.8891974717	0.374927589
579	0.8900593756	0.3744220908
580	0.8901551427	0.3737895148
581	0.8901551427	0.3734130527
582	0.8907297453	0.372846192
583	0.8912085807	0.3724554416
584	0.8913043478	0.3717737856
585	0.8916874162	0.371213157
586	0.8920704846	0.3707617749
587	0.8927408542	0.3701699536
588	0.8933154568	0.3697154607
589	0.8930281555	0.3693108651
590	0.8930281555	0.3690171522
591	0.893506991	0.368641176
592	0.8940815936	0.3680807009
593	0.8944646619	0.367548551
594	0.8946561961	0.3670237577
595	0.8950392645	0.3665363134
596	0.8951350316	0.3661495603
597	0.8956138671	0.3659185916
598	0.8959011684	0.365555133
599	0.8964757709	0.3652096908
600	0.8966673051	0.3647327164
601	0.8971461406	0.3642845753
602	0.8970503735	0.3638334906
603	0.897529209	0.3631994689
604	0.897529209	0.3629593013
605	0.8977207432	0.3626581429
606	0.8976249761	0.36238566
607	0.897529209	0.3619101512
608	0.897529209	0.3613585023
609	0.8981995786	0.3608232359
610	0.8980080444	0.3604997616
611	0.8983911128	0.3602087632
612	0.8990614825	0.3598040635
613	0.8993487838	0.3593082294
614	0.8993487838	0.3588631629
615	0.899636085	0.3585681283
616	0.9002106876	0.3581350621
617	0.8999233863	0.3578548913
618	0.9004022218	0.357419275
619	0.9004979889	0.3571415621
620	0.9006895231	0.3566915942
621	0.9007852902	0.3563328447
622	0.9007852902	0.3559955981
623	0.9012641256	0.3554637462
624	0.9015514269	0.3550236082
625	0.901647194	0.3546627411
626	0.9023175637	0.3543058755
627	0.9027006321	0.3538631653
628	0.9023175637	0.3535773922
629	0.902604865	0.3532397421
630	0.9027963992	0.3529617638
631	0.9030837004	0.3526721443
632	0.9030837004	0.3524727445
633	0.9029879333	0.3521281521
634	0.9033710017	0.3518664427
635	0.9039456043	0.3514398853
636	0.903658303	0.351138479
637	0.9041371385	0.350697235
638	0.9045202069	0.3503421545
639	0.904711741	0.3499658476
640	0.9050948094	0.3496029556
641	0.9052863436	0.349045471
642	0.9051905765	0.3485360652
643	0.9052863436	0.3481576047
644	0.9059567133	0.3477874834
645	0.9062440146	0.3473739802
646	0.9063397817	0.3470294477
647	0.9062440146	0.3466989765
648	0.9066270829	0.3463120676
649	0.9066270829	0.3459309723
650	0.9069143842	0.3456177142
651	0.9072016855	0.3451920883
652	0.9074889868	0.3448985248
653	0.9073932197	0.3446136621
654	0.9078720552	0.3440093749
655	0.9072974526	0.3436597908
656	0.907680521	0.3433625701
657	0.9082551235	0.3428830234
658	0.9085424248	0.3427280464
659	0.9085424248	0.3423215039
660	0.9089254932	0.3421254064
661	0.9090212603	0.3417718208
662	0.9089254932	0.3414040225
663	0.9094043287	0.3408590023
664	0.9095000958	0.3406016742
665	0.9100746983	0.3403336196
666	0.9101704654	0.3396168562
667	0.9104577667	0.3390786327
668	0.910745068	0.3388325372
669	0.9113196706	0.3384003949
670	0.9113196706	0.3381816232
671	0.9117027389	0.3378246764
672	0.9122773415	0.3375250742
673	0.911798506	0.3371970919
674	0.9120858073	0.3368651589
675	0.9119900402	0.3363895162
676	0.9120858073	0.3361941586
677	0.9126604099	0.3357972947
678	0.9125646428	0.3354703424
679	0.9130434783	0.3351042646
680	0.9125646428	0.3348852879
681	0.9132350124	0.3342460365
682	0.913809615	0.3337546273
683	0.9139053821	0.3335629393
684	0.9140011492	0.3332139774
685	0.9142884505	0.332922228
686	0.9145757518	0.3326886799
687	0.914767286	0.3324055658
688	0.9149588201	0.3319169349
689	0.9152461214	0.3316549749
690	0.9148630531	0.3309908502
691	0.9148630531	0.3307698556
692	0.9153418885	0.3303948467
693	0.9155334227	0.3300295036
694	0.9160122582	0.3297948445
695	0.9163953266	0.3294638619
696	0.9165868608	0.3292061255
697	0.9166826278	0.3287980249
698	0.9167783949	0.3283672237
699	0.916874162	0.3281194226
700	0.916874162	0.3278175617
701	0.9166826278	0.3275764562
702	0.9166826278	0.3273143958
703	0.9171614633	0.3269480607
704	0.9174487646	0.3265868468
705	0.9180233672	0.3262099614
706	0.9181191343	0.3259809414
707	0.9182149014	0.3257768627
708	0.9187895039	0.3252559407
709	0.9186937368	0.3249762868
710	0.918885271	0.3247593702
711	0.9190768052	0.3243724911
712	0.9189810381	0.3239158343
713	0.9192683394	0.3233377236
714	0.9195556407	0.3230306532
715	0.9193641065	0.3226612944
716	0.9196514078	0.3225138136
717	0.9197471749	0.3224038604
718	0.9202260103	0.3220870524
719	0.9207048458	0.3216212892
720	0.9207048458	0.3213497629
721	0.9207048458	0.3210620159
722	0.9204175445	0.3208558298
723	0.9204175445	0.3204576074
724	0.9209921471	0.3202026701
725	0.9211836813	0.3199053387
726	0.9218540509	0.3194469092
727	0.9221413522	0.3190991301
728	0.9221413522	0.3186514608
729	0.9223328864	0.3183529792
730	0.9221413522	0.3180783735
731	0.9224286535	0.3176269991
732	0.9228117219	0.3172880501
733	0.9228117219	0.3169853743
734	0.9225244206	0.3165911254
735	0.9226201877	0.3163819116
736	0.922907489	0.3160991411
737	0.922907489	0.3158897966
738	0.9228117219	0.3155001268
739	0.9233863245	0.3151753688
740	0.9232905574	0.3150012287
741	0.9233863245	0.3147157594
742	0.9240566941	0.3144099399
743	0.9242482283	0.3140575188
744	0.9245355296	0.313811449
745	0.9245355296	0.3133322754
746	0.9250143651	0.3131146958
747	0.9248228309	0.3129044035
748	0.9250143651	0.3125733987
749	0.9252058993	0.3122408868
750	0.9254932005	0.3118040609
751	0.9254932005	0.3116770107
752	0.9257805018	0.3114927309
753	0.9260678031	0.311246855
754	0.9260678031	0.3109837751
755	0.9260678031	0.3107929963
756	0.9262593373	0.3106365669
757	0.9263551044	0.3102180325
758	0.9264508715	0.3100152564
759	0.9264508715	0.3097235346
760	0.9268339399	0.3093792758
761	0.9268339399	0.3090256832
762	0.9266424057	0.3087101134
763	0.9273127753	0.3084869517
764	0.927025474	0.3081380463
765	0.9271212411	0.3078149179
766	0.9273127753	0.3073377268
767	0.9272170082	0.307062615
768	0.9276958437	0.3067034812
769	0.9281746792	0.3062970709
770	0.9284619805	0.3060480829
771	0.9285577476	0.3058331802
772	0.9288450488	0.3055015519
773	0.9286535147	0.3052908608
774	0.9286535147	0.3049918739
775	0.9295154185	0.3045493701
776	0.9298984869	0.3041557033
777	0.929994254	0.3038861375
778	0.9304730894	0.3035583372
779	0.9306646236	0.3032625045
780	0.9308561578	0.3029512988
781	0.931047692	0.3026340715
782	0.931047692	0.3024731694
783	0.9312392262	0.302134803
784	0.9313349933	0.3018030882
785	0.9317180617	0.3014296022
786	0.9318138288	0.3011046792
787	0.9318138288	0.300806428
788	0.9321968971	0.3005400448
789	0.9323884313	0.3003348456
790	0.9321968971	0.3001374506
791	0.9323884313	0.299730472
792	0.9321968971	0.2993303096
793	0.9324841984	0.2989476029
794	0.9326757326	0.2987366305
795	0.9329630339	0.2985013637
796	0.9332503352	0.2981734692
797	0.9332503352	0.2979206889
798	0.9332503352	0.2976704616
799	0.9334418694	0.2974793323
800	0.9334418694	0.2970331646
801	0.9338249378	0.2965665318
802	0.9343037732	0.2961254843
803	0.934112239	0.2958739244
804	0.93506991	0.2955457848
805	0.93506991	0.2951550185
806	0.9348783758	0.2949082804
807	0.9351656771	0.2947176076
808	0.9355487455	0.29439017
809	0.9357402796	0.2940212912
810	0.9359318138	0.2938577838
811	0.9359318138	0.2935638008
812	0.936123348	0.2930796076
813	0.9362191151	0.2928500534
814	0.9367937177	0.2924674628
815	0.9372725532	0.2921248072
816	0.9378471557	0.2918032697
817	0.9379429228	0.2916214501
818	0.9375598544	0.2911884169
819	0.9374640873	0.2909991219
820	0.9376556215	0.2904769025
821	0.9375598544	0.2901760161
822	0.9373683202	0.2899091582
823	0.9374640873	0.2896272263
824	0.9377513886	0.2893370008
825	0.9378471557	0.2891191794
826	0.9379429228	0.2887992279
827	0.938134457	0.288503746
828	0.9383259912	0.2882486654
829	0.9388048267	0.2879219822
830	0.9389963609	0.2876302061
831	0.9388048267	0.2873957883
832	0.9389963609	0.2871612444
833	0.9393794292	0.2867859278
834	0.9396667305	0.2865183616
835	0.9397624976	0.2861431793
836	0.9400497989	0.2858054753
837	0.940145566	0.2855932303
838	0.9402413331	0.2851656982
839	0.9404328673	0.2848126704
840	0.9400497989	0.2844626884
841	0.9405286344	0.2840842073
842	0.9404328673	0.2838569909
843	0.9406244015	0.2836401571
844	0.9410074698	0.283483386
845	0.9412947711	0.2830555066
846	0.9411032369	0.282622849
847	0.9411032369	0.2824094252
848	0.9408159356	0.2822238512
849	0.9412947711	0.2818921333
850	0.9417736066	0.281664884
851	0.942156675	0.281411675
852	0.9424439762	0.2810385209
853	0.9426355104	0.280779132
854	0.9431143459	0.2804531898
855	0.9436889485	0.280135285
856	0.9436889485	0.2797928274
857	0.9437847156	0.2795454455
858	0.9443593181	0.2793231749
859	0.944263551	0.2790579577
860	0.9444550852	0.2788410738
861	0.9446466194	0.2786773922
862	0.9448381536	0.278457484
863	0.9451254549	0.2780964183
864	0.9450296878	0.2779178757
865	0.9453169891	0.2777136689
866	0.9450296878	0.277318882
867	0.9454127562	0.2769587116
868	0.945221222	0.2767509834
869	0.9449339207	0.2764878517
870	0.9457000575	0.2760896628
871	0.9456042904	0.2756911178
872	0.9455085233	0.2755506597
873	0.9456042904	0.2754310767
874	0.9457958246	0.2751853233
875	0.9457000575	0.2749248962
876	0.9461788929	0.2746760648
877	0.9463704271	0.2744832824
878	0.9465619613	0.2743083176
879	0.9467534955	0.2740578326
880	0.9466577284	0.273757024
881	0.9467534955	0.2733919571
882	0.9466577284	0.2732746184
883	0.9465619613	0.2730550687
884	0.9463704271	0.2727964194
885	0.9467534955	0.2725158064
